date,market_days,usd_try_avg,usd_try_last,usd_try_return_month_pct,eur_try_avg,eur_try_last,eur_try_return_month_pct,bist100_avg,bist100_last,bist100_return_month_pct,gold_usd_avg,gold_usd_last,gold_usd_return_month_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_month_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_month_pct,year,month,short_term_interest_rate_percent,discount_rate_percent,immediate_interbank_rate_percent,cpi_all_items_index_fred,cpi_inflation_yoy_percent_fred,cpi_inflation_mom_percent_fred,harmonized_unemployment_rate_percent,industrial_production_index,exports_value_fred,imports_value_fred
2017-01-01,22,3.7359940788962622,3.7761900424957275,6.825938382397134,3.9688195206902246,4.043970108032227,8.735180815019605,809.8507218794389,862.9569702148438,10.984829068668379,1193.190008544922,1208.5999755859375,4.153735794362223,55.4269998550415,55.70000076293945,0.41463770898653163,52.608499717712405,52.810001373291016,0.9172549693118537,2017,1,,8.75,7.25,115.0258,9.218773,2.46120188692144,12.0,104.9225,48552800000.0,65276860000.0
2017-02-01,20,3.6684824943542482,3.6068999767303467,-4.389663611453997,3.9075119972229,3.8183000087738037,-6.279608913341395,881.1517059326172,874.7830200195312,0.725755307264464,1234.5420949835527,1252.5999755859375,3.898473867930985,55.926842739707546,55.59000015258789,-0.12576301655787825,53.46210560045744,54.0099983215332,0.24127180928157355,2017,2,,8.75,7.25,115.9583,10.12829,0.8107026089277309,11.9,106.6757,48273620000.0,63203500000.0
2017-03-01,24,3.672437387964,3.6542999744415283,0.33221627946831145,3.9249047714730967,3.9050099849700928,1.4535997236890141,898.4982618248981,889.4739990234375,-0.41748671847485763,1230.378269361413,1247.300048828125,-0.12811078186086844,52.50565188864003,52.83000183105469,-4.982008487564427,49.673913209334664,50.599998474121094,-6.0003775721036545,2017,3,,8.75,7.25,117.1364,11.29179,1.01598437965382,11.9,108.0243,51377630000.0,66163090000.0
2017-04-01,25,3.6467814218430292,3.5529000759124756,-2.0829626331596685,3.91011381149292,3.8735198974609375,0.021430454849546976,912.8601501464843,946.552978515625,6.7506832334648825,1268.6526392886512,1266.0999755859375,1.2232112376512116,53.81894703915245,51.72999954223633,-2.6167157710805244,51.11736899928043,49.33000183105469,-1.8113053682522917,2017,4,,8.75,7.25,118.6676,11.86962,1.30716812999608,11.6,110.9912,50756720000.0,66279340000.00001
2017-05-01,27,3.5660243552664053,3.5281999111175537,-0.7035938118260643,3.9426274403281836,3.969749927520752,2.421105824074865,958.8383876255581,975.416015625,3.3762588158264384,1243.7636385830965,1272.0,1.4920570049733906,51.34954556551847,50.310001373291016,-2.348600686571456,48.53954575278542,48.31999969482422,-1.0647019986467332,2017,5,,8.75,7.25,119.1972,11.72218,0.44626976684021,11.1,109.6426,48202730000.0,71424410000.0
2017-06-01,26,3.519219080607096,3.5242300033569336,-0.15779746564923425,3.9520552498953685,4.0337300300598145,1.8626411993556857,990.7763031005859,1004.4039916992188,3.157779327804522,1260.0590931285512,1240.699951171875,-2.075773388170876,47.54000039534135,47.91999816894531,-4.788403684544173,45.19590950012207,46.040000915527344,-4.7973524928525695,2017,6,,8.75,7.25,118.8787,10.90108,-0.267216123112587,11.0,110.1821,49571740000.0,70075610000.0
2017-07-01,26,3.55451047988165,3.517699956893921,-0.045464356310476184,4.100152424403599,4.158010005950928,3.4253686909780034,1046.749000186012,1075.31396484375,6.972675795985972,1235.9599975585938,1266.5999755859375,3.998682173875867,49.12550029754639,52.650001525878906,5.978263289973662,46.67500038146973,50.16999816894531,6.58593264121472,2017,7,,8.75,7.25,119.0552,9.788379,0.1484924785331629,10.6,110.0472,47252850000.0,75310620000.0
2017-08-01,27,3.5063274010368017,3.4506499767303467,-2.2063228457089634,4.145350414773692,4.109799861907959,-1.4181173458247431,1083.8433227539062,1100.10498046875,3.639371428867144,1283.7956436820652,1316.199951171875,3.426055038690601,51.90695638241975,52.380001068115234,-0.4750142407871971,48.05782566899838,47.22999954223633,-3.925956694805366,2017,8,,8.75,7.25,119.673,10.6793,0.518953068592076,10.5,113.4187,49952660000.0,69121390000.0
2017-09-01,25,3.4710044860839844,3.558310031890869,3.791656072819638,4.134742522239685,4.191939830780029,2.893677853514709,1061.729158100329,1029.0770263671875,-5.479132123823671,1313.9400024414062,1281.5,-3.246508116270286,55.65200023651123,57.540000915527344,9.977066611526597,49.876999855041504,51.66999816894531,9.261994435656318,2017,9,,8.75,7.25,120.4521,11.1985,0.650953984287295,10.3,114.9022,45391490000.0,76825490000.0
2017-10-01,26,3.6744790944186123,3.777250051498413,6.036998986008246,4.321312275799838,4.403429985046387,4.829591474289474,1061.604863947088,1101.426025390625,5.97696524184923,1279.2500055486505,1267.0,-0.4478629206064344,57.64909068020907,61.369998931884766,9.354953848755688,51.594545884565875,54.380001068115234,7.512849148865497,2017,10,,8.75,7.25,122.9541,11.89886,2.0772269657193703,10.3,115.3068,49913890000.0,77464680000.0
