donem,il,isim,parti,degisiklik
25,Ankara (I),Yalçın Akdoğan,Adalet ve Kalkınma Partisi,
25,Ankara (I),Ahmet Gündoğdu,Adalet ve Kalkınma Partisi,
25,Ankara (I),Ali İhsan Arslan,Adalet ve Kalkınma Partisi,
25,Ankara (I),Jülide Sarıeroğlu,Adalet ve Kalkınma Partisi,
25,Ankara (I),Murat Alparslan,Adalet ve Kalkınma Partisi,
25,Ankara (I),Ertan Aydın,Adalet ve Kalkınma Partisi,
25,Ankara (I),Tülay Selamoğlu,Adalet ve Kalkınma Partisi,
25,Ankara (I),Gülsün Bilgehan,Cumhuriyet Halk Partisi,
25,Ankara (I),Necati Yılmaz,Cumhuriyet Halk Partisi,
25,Ankara (I),Tekin Bingöl,Cumhuriyet Halk Partisi,
25,Ankara (I),Aylin Nazlıaka,Cumhuriyet Halk Partisi,
25,Ankara (I),Levent Gök,Cumhuriyet Halk Partisi,
25,Ankara (I),Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,
25,Ankara (I),Bülent Kuşoğlu,Cumhuriyet Halk Partisi,
25,Ankara (I),Tuğrul Türkeş[n 1],Milliyetçi Hareket Partisi,Adalet ve Kalkınma Partisi
25,Ankara (I),Zühal Topcu,Milliyetçi Hareket Partisi,
25,Ankara (I),Mustafa Erdem,Milliyetçi Hareket Partisi,
25,Ankara (I),Sırrı Süreyya Önder,Halkların Demokratik Partisi,
25,Ankara (II),Emrullah İşler,Adalet ve Kalkınma Partisi,
25,Ankara (II),Ahmet İyimaya,Adalet ve Kalkınma Partisi,
25,Ankara (II),Lütfiye Selva Çam,Adalet ve Kalkınma Partisi,
25,Ankara (II),Vedat Bilgin,Adalet ve Kalkınma Partisi,
25,Ankara (II),Aydın Ünal,Adalet ve Kalkınma Partisi,
25,Ankara (II),Ayhan Yılmaz,Adalet ve Kalkınma Partisi,
25,Ankara (II),Mahmut Sami Mallı,Adalet ve Kalkınma Partisi,
25,Ankara (II),Nevzat Ceylan,Adalet ve Kalkınma Partisi,
25,Ankara (II),Şenal Sarıhan,Cumhuriyet Halk Partisi,
25,Ankara (II),Murat Emir,Cumhuriyet Halk Partisi,
25,Ankara (II),Haluk Koç,Cumhuriyet Halk Partisi,
25,Ankara (II),Nihat Yeşil,Cumhuriyet Halk Partisi,
25,Ankara (II),Şefkat Çetin,Milliyetçi Hareket Partisi,
25,Ankara (II),Mustafa Mit,Milliyetçi Hareket Partisi,
25,Antalya,Lütfi Elvan,Adalet ve Kalkınma Partisi,
25,Antalya,Mustafa Köse,Adalet ve Kalkınma Partisi,
25,Antalya,Hüseyin Samani,Adalet ve Kalkınma Partisi,
25,Antalya,Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,
25,Antalya,Sena Nur Çelik,Adalet ve Kalkınma Partisi,
25,Antalya,Niyazi Nefi Kara,Cumhuriyet Halk Partisi,
25,Antalya,Deniz Baykal,Cumhuriyet Halk Partisi,
25,Antalya,Çetin Osman Budak,Cumhuriyet Halk Partisi,
25,Antalya,Mustafa Akaydın,Cumhuriyet Halk Partisi,
25,Antalya,Devrim Kök,Cumhuriyet Halk Partisi,
