date,usd_try_close,eur_try_close,bist100_close,gold_usd_close,brent_oil_usd_close,wti_oil_usd_close,year,month,usd_try_return_1d_pct,eur_try_return_1d_pct,bist100_return_1d_pct,gold_usd_return_1d_pct,brent_oil_usd_return_1d_pct,wti_oil_usd_return_1d_pct
2006-01-02,1.3494999408721924,1.587499976158142,397.9070129394531,,,,2006,1,-0.03704318228398007,-0.37653228073065703,0.032682855011567646,,,
2006-01-03,1.3420000076293945,1.6069999933242798,406.65399169921875,530.7000122070312,,63.13999938964844,2006,1,-0.5557564706487161,1.2283475564723423,2.1982469459759457,,,
2006-01-04,1.332800030708313,1.6154999732971191,413.625,533.9000244140625,,63.41999816894531,2006,1,-0.6855422405945499,0.5289346613658763,1.714235798264907,0.6029794862305149,,0.44345705100337085
2006-01-05,1.3324999809265137,1.6139999628067017,417.2239990234375,526.2999877929688,,62.790000915527344,2006,1,-0.02251273821173294,-0.09285116157297102,0.8701115801601711,-1.4234943385579624,,-0.9933731813421276
2006-01-06,1.3279999494552612,1.6165000200271606,419.0539855957031,539.7000122070312,,64.20999908447266,2006,1,-0.3377134360725065,0.1548982204504723,0.4386100935106718,2.5460810801564593,,2.2615036602016803
2006-01-09,1.3339999914169312,1.6115000247955322,,549.0999755859375,,63.5,2006,1,0.45181040587622956,-0.30930993935555096,,1.7417015316465,,-1.1057453583492527
2006-01-10,1.343500018119812,1.6230000257492065,,544.2999877929688,,63.369998931884766,2006,1,0.7121459343331971,0.7136208983387071,,-0.8741555283892977,,-0.20472609152005772
2006-01-11,1.333799958229065,1.6125999689102173,,548.7999877929688,,63.939998626708984,2006,1,-0.7219992378058926,-0.6407921548977402,,0.826749972610985,,0.8994787824391448
2006-01-12,1.3355000019073486,1.6065000295639038,,548.2999877929688,,63.939998626708984,2006,1,0.12745866933006056,-0.3782673610266629,,-0.09110787374664309,,0.0
2006-01-13,1.3365000486373901,1.6110999584197998,,556.0999755859375,,63.91999816894531,2006,1,0.07488182168575719,0.2863323231400594,,1.4225766855048505,,-0.031280040965342426
2006-01-16,1.329300045967102,1.6030999422073364,436.2879943847656,,,,2006,1,-0.5387207189127108,-0.4965561677693797,,,,
2006-01-17,1.3370000123977661,1.6180000305175781,440.7690124511719,553.4000244140625,,66.30999755859375,2006,1,0.5792496926502411,0.9294547344144588,1.0270780136238278,,,
2006-01-18,1.3365000486373901,1.6054999828338623,426.22900390625,543.7000122070312,,65.7300033569336,2006,1,-0.03739444695137761,-0.7725616469683949,-3.2987819320743683,-1.7528029958620905,,-0.8746708234269707
2006-01-19,1.3350000381469727,1.6160000562667847,436.4519958496094,558.4000244140625,,66.83000183105469,2006,1,-0.1122342263995324,0.6540064494045428,2.39847402444906,2.7036990761430735,,1.673510448718174
